Farmer_id,farmer_consent_form,district,number_of_coffee_farms_owned,farmer_head_of_family,number_of_household_members,farmer_member_coffee_org,name_of_coffee_org,farmer_part_of_carbon_project,carbon_project_name,farmer_has_mobile_money_wallet,land_agri_or_forest,land_documents,land_documents_other,any_land_dispute,any_land_dispute_details,protect_water_sources,protect_water_sources_details,use_organic_waste,use_organic_waste_details,harvest_wood_farm,harvest_wood_farm_regulations,harvest_wood_farm_regulations_details,interact_leaders_farming_activities,interact_leaders_farming_activities_details,workers_treatment,workers_treatment_details,pay_min_wage,pay_min_wage_details,underage_workers,underage_workers_details,workers_follow_schedule,workers_follow_schedule_details,workers_aware_of_rights,workers_aware_of_rights_details,pay_taxes,pay_taxes_details,corruption_practices_observed,corruption_practices_observed_details,gps_center_accuracy,gps_center_altitude,farm_size,coffee_trees_farmers_estimate,number_productive_trees,date_of_planting,percent_Arabica_grown,percent_Robusta_grown,crops_grown,crop_grown_other,irrigation_method,gap,male_workers,female_workers,temp_workers,permanent_workers,local_workers,immigrant_workers,2022_production_FAQ,2023_production_FAQ,2022_production_kiboko,2023_production_kiboko,2022_production_green_cherries,2023_production_green_cherries,sell_coffee_to,primary_buyer,primary_buyer_other
F-1350,1.0,Luwero,1,yes,3.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,10.0,1030.0,2.733805,1250.0,1200.0,2009-06-14 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Pruning', 'Weeding', 'Intercropping']",0.0,3.0,0.0,3.0,3.0,0.0,1350.0,1200.0,2700.0,2700.0,,1350.0,It's picked from your farm,Supplier,
F-1351,,Luwero,4,Yes,10.0,No,,No,,No,100% Agricultural,Deed of Property,,No,,Yes,Lack of resources for buffer zones,Yes,,No,,,No,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,No,,No,No corruption observed,,,3.02725,200.0,1298.0,2011-09-12 03:00:00Z,0-25%,75-100%,"Maize, Beans",,Rainfed,"Mulching, Pruning",11.0,7.0,1.0,1.0,5.0,0.0,,648.0,,4540.0,,809.0,Luwero,Local Trader,
F-1352,1.0,Kayunga,1,no,2.0,no,,no,,no,Natural forest,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.4,1099.4,0.502637,800.0,600.0,2001-09-09 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],1.0,1.0,0.0,2.0,0.0,0.0,300.0,300.0,1200.0,1200.0,600.0,600.0,It's picked from your farm,Supplier,
F-1353,1.0,Kayunga,1,yes,7.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.6,1053.3,0.976486,1200.0,1000.0,2003-08-09 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Weeding', 'Intercropping', 'Pruning']",4.0,2.0,3.0,2.0,6.0,0.0,800.0,900.0,2000.0,2200.0,1000.0,1100.0,It's picked from your farm,Supplier,
F-1354,1.0,Kayunga,1,yes,4.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,8.25,1049.9,1.067611,1000.0,1000.0,2002-08-09 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding']",4.0,2.0,3.0,2.0,6.0,0.0,1000.0,800.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-1355,,Nakaseke,1,Yes,2.0,No,,No,,Yes,100% Agricultural,Customary,,No,,Yes,,Yes,,No,,,Yes,No interaction with cultural leaders,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,,No,No corruption observed,,,5.019951,450.0,253.0,2020-10-10 03:00:00Z,0-25%,75-100%,"Matoke, Groundnuts",,Irrigated,"Composting, Pest Management",11.0,11.0,0.0,3.0,10.0,0.0,,1769.0,,2318.0,,1057.0,Nakaseke,Local Trader,
F-1356,1.0,Kayunga,1,yes,7.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.3,1060.5,0.649963,1050.0,1000.0,1995-09-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Intercropping', 'Weeding']",2.0,4.0,2.0,4.0,6.0,0.0,1000.0,850.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-1357,1.0,Kayunga,1,yes,4.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.525,1044.8,0.775485,1500.0,1500.0,2004-08-09 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding']",6.0,4.0,8.0,2.0,10.0,0.0,1500.0,700.0,3000.0,3000.0,,1500.0,It's picked from your farm,Supplier,
F-1358,1.0,Kayunga,1,yes,2.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.1,1099.6,0.165858,750.0,700.0,1995-08-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Intercropping', 'Weeding']",2.0,3.0,1.0,4.0,5.0,0.0,750.0,700.0,1500.0,1500.0,,750.0,It's picked from your farm,Supplier,
F-1359,1.0,Kayunga,2,yes,13.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,10.72,1081.0,0.45117,1000.0,800.0,1999-07-25 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Weeding'],6.0,9.0,5.0,4.0,6.0,6.0,225.0,225.0,500.0,500.0,250.0,250.0,At a hulling station,Hulling Station representative,
F-1360,1.0,Kayunga,1,yes,3.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,5.45,1003.5,1.308034,1050.0,1000.0,2010-08-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Intercropping', 'Weeding']",4.0,4.0,4.0,4.0,8.0,0.0,1000.0,850.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-1361,1.0,Kayunga,1,yes,5.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,Yes,,no,,yes,,yes,,yes,,no,,0.9951484,1095.295,0.193699,1450.0,1400.0,2008-02-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],3.0,1.0,2.0,3.0,0.0,0.0,800.0,600.0,1200.0,1200.0,,800.0,It's picked from your farm,Cooperative representative,
F-1362,,Nakaseke,5,Yes,5.0,No,,No,,Yes,100% Agricultural,Deed of Property,,No,,Yes,,Yes,,No,,,Yes,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,Lack of training on rights,Yes,Unaware of tax obligations,No,No corruption observed,,,9.055364,1357.0,239.0,2001-06-12 03:00:00Z,0-25%,75-100%,"Bananas, Cassava",,Rainfed,"Composting, Pest Management",1.0,5.0,6.0,2.0,3.0,0.0,,1511.0,,1763.0,,1268.0,Nakaseke,Local Trader,
F-1363,,Luwero,2,No,7.0,No,,No,,Yes,100% Agricultural,Customary,,No,,No,,Yes,Limited knowledge of waste management,No,,,No,,Yes,,Yes,,No,No child labor employed,Yes,,No,,Yes,,No,No corruption observed,,,3.711781,1200.0,1859.0,2010-10-11 03:00:00Z,0-25%,75-100%,"Bananas, Cassava",,Rainfed,"Composting, Pest Management",2.0,2.0,4.0,0.0,2.0,0.0,,1191.0,,3329.0,,1084.0,Luwero,Local Trader,
F-1364,1.0,Kayunga,1,yes,5.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,9.2,1108.9,0.921928,1000.0,1000.0,2003-04-09 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",3.0,1.0,3.0,1.0,4.0,0.0,1000.0,800.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-1365,1.0,Luwero,1,yes,1.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,9.0,1102.0,2.888898,1250.0,1200.0,2001-09-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",2.0,0.0,2.0,0.0,2.0,0.0,1250.0,1200.0,2700.0,2700.0,,1250.0,It's picked from your farm,Supplier,
F-1366,1.0,Kayunga,1,no,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,Yes,,no,,yes,,yes,,yes,,no,,1.9,1034.7,1.908751,850.0,800.0,2016-11-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],3.0,2.0,0.0,5.0,0.0,0.0,600.0,400.0,850.0,850.0,,600.0,It's picked from your farm,Cooperative representative,
F-1367,1.0,Kayunga,1,yes,4.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.766,1063.2,1.328229,800.0,800.0,2002-08-09 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding']",2.0,1.0,2.0,1.0,3.0,0.0,800.0,700.0,1600.0,1600.0,,800.0,It's picked from your farm,Supplier,
F-1368,,Luwero,3,Yes,3.0,No,,No,,Yes,100% Agricultural,Other,,No,,Yes,Lack of resources for buffer zones,No,,No,,,No,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,Lack of training on rights,Yes,,No,No corruption observed,,,7.297215,500.0,3434.0,2011-06-05 03:00:00Z,0-25%,75-100%,,,Rainfed,"Mulching, Pruning",6.0,0.0,3.0,3.0,2.0,0.0,,1511.0,,2108.0,,494.0,Luwero,Local Trader,
F-1369,,Luwero,3,Yes,3.0,No,,No,,Yes,100% Agricultural,Other,,No,,Yes,Lack of resources for buffer zones,No,,No,,,No,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,Lack of training on rights,Yes,,No,No corruption observed,,,6.3444,2000.0,3434.0,2000-05-12 03:00:00Z,0-25%,75-100%,,,Rainfed,"Mulching, Pruning",6.0,0.0,3.0,3.0,2.0,0.0,,1511.0,,2108.0,,494.0,Luwero,Local Trader,
F-1370,,Luwero,3,Yes,3.0,No,,No,,Yes,100% Agricultural,Other,,No,,Yes,Lack of resources for buffer zones,No,,No,,,No,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,Lack of training on rights,Yes,,No,No corruption observed,,,7.297215,450.0,3434.0,2012-08-11 03:00:00Z,0-25%,75-100%,,,Rainfed,"Mulching, Pruning",6.0,0.0,3.0,3.0,2.0,0.0,,1511.0,,2108.0,,494.0,Luwero,Local Trader,
F-1371,,Luwero,3,Yes,3.0,No,,No,,Yes,100% Agricultural,Other,,No,,Yes,Lack of resources for buffer zones,No,,No,,,No,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,Lack of training on rights,Yes,,No,No corruption observed,,,7.297215,500.0,3434.0,2001-11-07 03:00:00Z,0-25%,75-100%,,,Rainfed,"Mulching, Pruning",6.0,0.0,3.0,3.0,2.0,0.0,,1511.0,,2108.0,,494.0,Luwero,Local Trader,
F-1372,,Luwero,3,Yes,3.0,No,,No,,Yes,100% Agricultural,Other,,No,,Yes,Lack of resources for buffer zones,No,,No,,,No,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,Lack of training on rights,Yes,,No,No corruption observed,,,7.297215,300.0,3434.0,2013-04-07 03:00:00Z,0-25%,75-100%,,,Rainfed,"Mulching, Pruning",6.0,0.0,3.0,3.0,2.0,0.0,,1511.0,,2108.0,,494.0,Luwero,Local Trader,
F-1373,1.0,Luwero,1,yes,9.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,13.5,1091.0,2.809366,1250.0,1200.0,2011-09-21 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",3.0,0.0,3.0,0.0,3.0,0.0,2250.0,1200.0,2700.0,2700.0,,2250.0,It's picked from your farm,Supplier,
F-1374,1.0,Kayunga,2025-05-10 00:00:00,yes,7.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.216,1063.11059570312,1.496209,300.0,150.0,2005-04-10 03:00:00Z,0-25%,75-100%,['Beans'],,Irrigated,['Using Fertilizers'],20.0,15.0,10.0,50.0,3.0,2.0,150.0,140.0,200.0,200.0,,150.0,It's picked from your farm,Supplier,
F-1375,,Nakaseke,4,Yes,6.0,No,,No,,Yes,100% Agricultural,Lease,,No,,Yes,,Yes,Limited knowledge of waste management,No,,,Yes,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,,No,No corruption observed,,,7.812667,5400.0,4862.0,1998-03-02 03:00:00Z,0-25%,75-100%,"Bananas, Cassava",,Rainfed,"Composting, Pest Management",1.0,0.0,1.0,2.0,1.0,0.0,,1692.0,,474.0,,363.0,Nakaseke,Local Trader,
F-1376,,Nakaseke,4,Yes,6.0,,,No,,Yes,100% Agricultural,Lease,,No,,Yes,,Yes,Limited knowledge of waste management,No,,,Yes,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,,No,No corruption observed,,,5.851732,1500.0,4862.0,1998-08-01 03:00:00Z,0-25%,75-100%,"Bananas, Cassava",,Rainfed,"Composting, Pest Management",1.0,0.0,1.0,2.0,1.0,0.0,,1692.0,,474.0,,363.0,Nakaseke,Local Trader,
F-1377,1.0,Luwero,1,no,3.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.139,1102.857,3.094098,1150.0,1100.0,2020-02-10 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Pruning', 'Weeding', 'Intercropping']",8.0,0.0,0.0,8.0,0.0,1.0,1147.0,1013.0,2300.0,2300.0,,1147.0,At a hulling station,Supplier,
F-1378,1.0,Luwero,1,yes,3.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,0.869,1078.842,2.376976,2150.0,2100.0,2007-02-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Weeding'],3.0,1.0,1.0,3.0,5.0,0.0,2250.0,2100.0,4500.0,4500.0,,2250.0,It's picked from your farm,Supplier,
F-1379,,Nakaseke,3,Yes,4.0,No,,No,,Yes,100% Agricultural,Customary,,No,,Yes,,Yes,,No,,,No,,Yes,Issues with equal pay reported,Yes,,No,No child labor employed,Yes,,Yes,,Yes,,No,No corruption observed,,,3.805202,1260.0,950.0,1990-05-16 03:00:00Z,0-25%,75-100%,,,Rainfed,"Mulching, Pruning",7.0,6.0,5.0,5.0,7.0,0.0,,811.0,,3964.0,,880.0,Nakaseke,Local Trader,
F-1380,1.0,Luwero,1,yes,2.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,9.849,1100.358,1.1923,400.0,104.0,1992-03-20 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Weeding', 'Pruning']",1.0,1.0,2.0,0.0,0.0,0.0,600.0,140.0,220.0,220.0,,600.0,It's picked from your farm,Supplier,
F-1381,1.0,Kayunga,1,yes,3.0,no,,no,,no,Natural forest,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,6.11,1094.0,0.60757,1600.0,1400.0,2011-08-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],1.0,1.0,2.0,2.0,0.0,0.0,1400.0,700.0,2800.0,2800.0,,1400.0,It's picked from your farm,Supplier,
F-1382,1.0,Luwero,1,yes,8.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,8.8,1093.0,0.64335,1350.0,1350.0,2007-05-07 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Weeding', 'Pruning', 'Intercropping']",1.0,0.0,1.0,3.0,1.0,0.0,500.0,450.0,1000.0,1000.0,,500.0,It's picked from your farm,Supplier,
F-1383,,Nakaseke,2,Yes,9.0,No,,No,,Yes,100% Agricultural,Deed of Property,,No,,Yes,,Yes,,No,,,Yes,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,,No,No corruption observed,,,3.580494,2000.0,1932.0,2013-03-09 03:00:00Z,0-25%,75-100%,"Maize, Beans",,Rainfed,"Composting, Pest Management",6.0,5.0,3.0,0.0,10.0,0.0,,1965.0,,1786.0,,2401.0,Nakaseke,Local Trader,
F-1384,1.0,Luwero,1,yes,4.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,0.639,1071.631,3.660454,1310.0,1260.0,2009-05-10 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Weeding'],1.0,1.0,0.0,2.0,2.0,0.0,1350.0,1260.0,2700.0,2700.0,,1350.0,It's picked from your farm,Supplier,
F-1385,,Luwero,4,Yes,4.0,No,,No,,Yes,100% Agricultural,Deed of Property,,No,,Yes,Lack of resources for buffer zones,Yes,,No,,,Yes,No interaction with cultural leaders,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,,No,No corruption observed,,,3.838526,1800.0,720.0,2010-05-08 03:00:00Z,0-25%,75-100%,"Bananas, Cassava",,Irrigated,"Composting, Pest Management",1.0,1.0,4.0,3.0,1.0,0.0,,957.0,,1900.0,,2227.0,Luwero,Local Trader,
F-1386,1.0,Kayunga,1,yes,3.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,Yes,,no,,yes,,yes,,yes,,no,,1.2935959,1092.868,1.998867,900.0,800.0,2011-03-11 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],1.0,2.0,0.0,0.0,0.0,0.0,1000.0,2000.0,5000.0,5000.0,,1000.0,It's picked from your farm,other,Highest Bidder
F-1387,1.0,Luwero,1,yes,3.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.9,1139.6,0.761756,3150.0,3000.0,2007-05-07 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",2.0,1.0,1.0,5.0,1.0,0.0,2000.0,1800.0,4000.0,4000.0,,2000.0,It's picked from your farm,Cooperative representative,
F-1388,1.0,Kayunga,1,no,5.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,Yes,,no,,yes,,yes,,yes,,no,,11.343,1081.5,1.675628,950.0,900.0,2009-03-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],2.0,0.0,0.0,2.0,0.0,0.0,700.0,500.0,1000.0,1000.0,,700.0,It's picked from your farm,Cooperative representative,
F-1389,,Luwero,5,No,8.0,No,,No,,Yes,100% Agricultural,Other,,No,,No,,Yes,,No,,,Yes,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,Lack of training on rights,Yes,,No,No corruption observed,,,4.646783,1000.0,1185.0,2005-05-05 03:00:00Z,0-25%,75-100%,"Matoke, Groundnuts",,Rainfed,"Mulching, Pruning",7.0,5.0,7.0,4.0,5.0,0.0,,1036.0,,3050.0,,311.0,Luwero,Local Trader,
F-1390,1.0,Kayunga,1,yes,7.0,no,,no,,no,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.6,1088.8,0.267132,1350.0,1300.0,1993-07-18 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],2.0,0.0,2.0,0.0,2.0,0.0,1755.0,1755.0,3900.0,3900.0,1950.0,1950.0,It's picked from your farm,Supplier,
F-1391,,Nakaseke,2,Yes,4.0,No,,No,,Yes,100% Agricultural,Deed of Property,,No,,Yes,,Yes,,No,,,Yes,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,,No,No corruption observed,,,3.298502,1200.0,2562.0,1999-11-11 03:00:00Z,0-25%,75-100%,,,Rainfed,"Intercropping, Soil Testing",4.0,4.0,8.0,3.0,5.0,0.0,,505.0,,1445.0,,1422.0,Nakaseke,Local Trader,
F-1392,1.0,Kayunga,1,yes,6.0,yes,Kizawula Coffee Growers,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.666,1106.4,1.427752,1300.0,1250.0,1997-09-11 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],4.0,0.0,4.0,0.0,4.0,0.0,1875.0,937.0,3750.0,3750.0,,1875.0,It's picked from your farm,Supplier,
F-1393,,Nakaseke,4,Yes,9.0,No,,No,,Yes,100% Agricultural,Deed of Property,,No,,Yes,Lack of resources for buffer zones,Yes,,No,,,No,,Yes,,Yes,,No,No child labor employed,No,,Yes,,Yes,,No,No corruption observed,,,5.839541,3150.0,379.0,2015-03-12 03:00:00Z,0-25%,75-100%,,,Rainfed,"Mulching, Pruning",10.0,1.0,9.0,2.0,2.0,0.0,,1478.0,,677.0,,2111.0,Nakaseke,Local Trader,
F-1394,,Luwero,1,No,3.0,Yes,MAGOMA BUTUTI,No,,Yes,100% Agricultural,Deed of Property,,No,,Yes,,Yes,,No,,,Yes,No interaction with cultural leaders,No,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,,No,No corruption observed,,,3.608096,174.0,1195.0,2010-05-11 03:00:00Z,0-25%,75-100%,,,Rainfed,"Composting, Pest Management",2.0,5.0,1.0,1.0,5.0,0.0,,1837.0,,687.0,,1956.0,Luwero,Local Trader,
F-1395,1.0,Luwero,1,yes,7.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,9.0,1126.0,1.125507,1350.0,1350.0,2008-09-06 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",2.0,0.0,0.0,4.0,2.0,0.0,500.0,450.0,1000.0,1000.0,,500.0,It's picked from your farm,Supplier,
F-1396,1.0,Luwero,More than 10,yes,4.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.2,1072.1,0.302491,450.0,100.0,1990-10-02 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],1.0,1.0,1.0,1.0,1.0,1.0,450.0,405.0,9000.0,9000.0,,450.0,It's picked from your farm,Supplier,
F-1397,1.0,Luwero,3,yes,12.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.1,1170.2,2.236567,1250.0,1200.0,2018-04-04 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding']",4.0,3.0,2.0,7.0,7.0,0.0,1500.0,1345.0,2500.0,2500.0,,1500.0,It's picked from your farm,Supplier,
F-1398,1.0,Kayunga,1,yes,4.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,Yes,,no,,yes,,yes,,yes,,no,,2.5,1083.2,1.07807,950.0,900.0,2009-03-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],2.0,0.0,0.0,2.0,0.0,0.0,600.0,450.0,700.0,700.0,,600.0,It's picked from your farm,Cooperative representative,
F-1399,1.0,Kayunga,1,no,12.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,8.2,1085.9,0.216185,1400.0,1400.0,1984-08-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Weeding'],16.0,23.0,12.0,43.0,13.0,22.0,5000.0,4500.0,9000.0,9000.0,,5000.0,At a hulling station,Cooperative representative,
F-1400,1.0,Kayunga,1,yes,5.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,Yes,,no,,yes,,yes,,yes,,no,,0.941,1068.464,0.694876,2000.0,2000.0,2020-04-21 03:00:00Z,0-25%,75-100%,"['Bananas', 'Sorghum', 'Beans']",,Rainfed,"['Pruning', 'Weeding']",0.0,0.0,0.0,0.0,5.0,0.0,2500.0,2450.0,5000.0,5000.0,,2500.0,At a hulling station,Hulling Station representative,
F-1401,1.0,Luwero,1,yes,7.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.352,1089.839,11.74661,4538.0,4488.0,2017-02-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Weeding', 'Pruning']",5.0,2.0,5.0,2.0,0.0,0.0,15708.0,3990.0,8960.0,8960.0,,9000.0,It's picked from your farm,Supplier,
F-1402,1.0,Kayunga,2,yes,1.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,6.432,1097.318359375,2.086737,500.0,100.0,2000-12-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],0.0,0.0,0.0,0.0,0.0,0.0,80.0,72.0,100.0,100.0,,80.0,It's picked from your farm,Supplier,
F-1403,1.0,Luwero,1,yes,7.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,13.0,1117.0,2.404096,4200.0,2100.0,2011-09-21 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Pruning', 'Weeding', 'Intercropping']",1.0,2.0,0.0,2.0,3.0,0.0,1250.0,1200.0,2700.0,2700.0,,1250.0,It's picked from your farm,Supplier,
F-1404,1.0,Kayunga,1,yes,5.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.2,1075.0,0.384402,1000.0,900.0,1999-08-25 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Pruning', 'Weeding', 'Intercropping']",1.0,1.0,2.0,0.0,1.0,0.0,1400.0,1400.0,3000.0,3000.0,1500.0,1500.0,It's picked from your farm,Supplier,
